Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021]
SH.HIV.ARTC.FE.ZS,CC BY-4.0,Antiretroviral therapy coverage (% of adult females living with HIV),,The percentage of adult females living with HIV who are receiving antiretroviral therapy.,UNAIDS estimates.,Health,,Annual,Weighted average,"Data on HIV are from the Joint United Nations Programme on HIV/AIDS (UNAIDS). Changes in procedures and assumptions for estimating the data and better coordination with countries have resulted in improved estimates of HIV and AIDS. For example, improved software was used to model the course of HIV epidemics and their impacts, making full use of information on HIV prevalence trends from surveillance data as well as survey data. The software explicitly includes the effect of antiretroviral therapy when calculating HIV incidence and models reduced infectivity among people receiving antiretroviral therapy, which is having a larger impact on HIV prevalence and allowing HIV-positive people to live longer. The software also allows for changes in urbanization over time - important because prevalence is higher in urban areas and because many countries have seen rapid urbanization over the past two decades.

Antiretroviral therapy has led to huge reductions in death and suffering of people with advanced HIV infection. Standard antiretroviral therapy consists of the use of at least three antiretroviral drugs to maximally suppress HIV and stop the progression of HIV disease. Data are collected through three international monitoring and reporting processes: country responses to the WHO; research by the Interagency Task Team on Prevention of HIV Infection in Women, Mothers and their Children; and country report to UNAIDS through the United Nations General Assembly Special Session Declaration of Commitment on HIV/AIDS.",,The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information.,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SH.HIV.ARTC.MA.ZS,CC BY-4.0,Antiretroviral therapy coverage (% of adult males living with HIV),,The percentage of adult males living with HIV who are receiving antiretroviral therapy.,UNAIDS estimates.,Health,,Annual,Weighted average,"Data on HIV are from the Joint United Nations Programme on HIV/AIDS (UNAIDS). Changes in procedures and assumptions for estimating the data and better coordination with countries have resulted in improved estimates of HIV and AIDS. For example, improved software was used to model the course of HIV epidemics and their impacts, making full use of information on HIV prevalence trends from surveillance data as well as survey data. The software explicitly includes the effect of antiretroviral therapy when calculating HIV incidence and models reduced infectivity among people receiving antiretroviral therapy, which is having a larger impact on HIV prevalence and allowing HIV-positive people to live longer. The software also allows for changes in urbanization over time - important because prevalence is higher in urban areas and because many countries have seen rapid urbanization over the past two decades.

Antiretroviral therapy has led to huge reductions in death and suffering of people with advanced HIV infection. Standard antiretroviral therapy consists of the use of at least three antiretroviral drugs to maximally suppress HIV and stop the progression of HIV disease. Data are collected through three international monitoring and reporting processes: country responses to the WHO; research by the Interagency Task Team on Prevention of HIV Infection in Women, Mothers and their Children; and country report to UNAIDS through the United Nations General Assembly Special Session Declaration of Commitment on HIV/AIDS.",,The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information.,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
IC.REG.COST.PC.FE.ZS,CC BY-4.0,"Cost of business start-up procedures, female (% of GNI per capita)",,Cost to register a business is normalized by presenting it as a percentage of gross national income (GNI) per capita.,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Entrepreneurship,,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Entrepreneurs around the world face a range of challenges. One of them is inefficient regulation. This indicator measures the number of procedures, time, cost and paid-in minimum capital requirement for a small- to medium-size limited liability company to start up and formally operate in each economy’s largest business city. To make the data comparable across 190 economies, Doing Business uses a standardized business that is 100% domestically owned, has a start-up capital equivalent to 10 times the income per capita, engages in general industrial or commercial activities and employs between 10 and 50 people one month after the commencement of operations, all of whom are domestic nationals.  The starting a business indicators consider two cases of local limited liability companies that are identical in all aspects, except that one company is owned by five married women and the other by five married men.  

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by,
IC.REG.COST.PC.MA.ZS,CC BY-4.0,"Cost of business start-up procedures, male (% of GNI per capita)",,Cost to register a business is normalized by presenting it as a percentage of gross national income (GNI) per capita.,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Entrepreneurship,,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Entrepreneurs around the world face a range of challenges. One of them is inefficient regulation. This indicator measures the paid-in minimum capital requirement for a small- to medium-size limited liability company to start up and formally operate in each economy’s largest business city.  To make the data comparable across 190 economies, Doing Business uses a standardized business that is 100% domestically owned, has a start-up capital equivalent to 10 times the income per capita, engages in general industrial or commercial activities and employs between 10 and 50 people one month after the commencement of operations, all of whom are domestic nationals.  The starting a business indicators consider two cases of local limited liability companies that are identical in all aspects, except that one company is owned by five married women and the other by five married men.  

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by,
fin7.t.a.2,,"Credit card ownership, female  (% age 15+)","The percentage of respondents who report having a credit card, female (% age 15+)","The percentage of respondents who report having a credit card, female (% age 15+)",Global Findex database,Assets,Percent,Triennial,Weighted Average,,,,,,,
fin7.t.a,,Credit card ownership (% age 15+),The percentage of respondents who report having a credit card,The percentage of respondents who report having a credit card,Global Findex database,Assets,Percent,Triennial,Weighted Average,,,,,,,
fin7.t.a.1,,"Credit card ownership, male (% age 15+)","The percentage of respondents who report having a credit card, male (% age 15+).","The percentage of respondents who report having a credit card, male (% age 15+).",Global Findex database,Assets,Percent,Triennial,Weighted Average,,,,,,,
fin2.t.a,,Debit card ownership (% age 15+),The percentage of respondents who report having a debit card.,The percentage of respondents who report having a debit card.,Global Findex database,Assets,Percent,Triennial,Weighted Average,,,,,,,
fin2.t.a.2,,"Debit card ownership, female (% age 15+)","The percentage of respondents who report having a debit card, female (% age 15+).","The percentage of respondents who report having a debit card, female (% age 15+).",Global Findex database,Assets,Percent,Triennial,Weighted Average,,,,,,,
fin2.t.a.1,,"Debit card ownership, male  (% age 15+)","The percentage of respondents who report having a debit card, male (% age 15+).","The percentage of respondents who report having a debit card, male (% age 15+).",Global Findex database,Assets,Percent,Triennial,Weighted Average,,,,,,,
SG.DMK.HLTH.HB.ZS,CC BY-4.0,Decision maker about a woman's own health care: mainly husband (% of women age 15-49),,Decision maker about women own health care: mainly husband is Percentage of currently married women aged 15-49 for whom the decision maker for their own health care is mainly the husband,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Own health care: mainly husband is the number of currently married women aged 15-49 for whom the decision maker for their own health care is mainly the husband, expressed as percentage of currently married women aged 15-49 who have been interviewed .","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.HLTH.WF.ZS,CC BY-4.0,Decision maker about a woman's own health care: mainly wife  (% of women age 15-49),,Decision maker about women own health care: mainly wife  is Percentage of currently married women aged 15-49 for whom the decision maker for their own health care is mainly the respondent,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Own health care: mainly wife  is the number of currently married women aged 15-49 for whom the decision maker for their own health care is mainly the respondent, expressed as percentage of currently married women aged 15-49 who have been interviewed .","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.HLTH.WH.ZS,CC BY-4.0,Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),,Decision maker about women own health care: wife and husband jointly is Percentage of currently married women aged 15-49 for whom the decision maker for their own health care is mainly the respondent and her husband,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Own health care: wife and husband jointly is the number of currently married women aged 15-49 for whom the decision maker for their own health care is mainly the respondent and her husband, expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.HLTH.SE.ZS,CC BY-4.0,Decision maker about a woman's own health care: someone else (% of women age 15-49),,Decision maker about women own health care: someone else is Percentage of currently married women aged 15-49 for whom the decision maker for their own health care is mainly someone else,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Own health care: someone else is the number of currently married women aged 15-49 for whom the decision maker for their own health care is someone esle, expressed as percentage of all interviewed currently married women aged 15-49.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.HLTH.OT.ZS,CC BY-4.0,Decision maker about a woman's own health care: other (% of women age 15-49),,Decision maker about women own health care: other is Percentage of currently married women aged 15-49 for whom the decision maker for their own health care is recorded as 'other',Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Own health care: other  is the number of currently married women aged 15-49 for whom the decision maker for their own health care is registered as others, expressed as percentage of all interviewed currently married women aged 15-49.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.VISI.HB.ZS,CC BY-4.0,Decision maker about a woman's visits to her family or relatives: mainly husband (% of women age 15-49),,Decision maker about a woman's visits to her family or relatives: mainly husband is Percentage of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is mainly the husband,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Visits to her family or relatives: mainly husband is the number of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is mainly the husband, expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.VISI.WF.ZS,CC BY-4.0,Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),,Decision maker about a woman's visits to her family or relatives: mainly wife is Percentage of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is mainly the respondent,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Visits to her family or relatives: mainly wife is the number of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is mainly the respondent, expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.VISI.OT.ZS,CC BY-4.0,Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),,Decision maker about a woman's visits to her family or relatives: other is Percentage of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is recorded as 'other',Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Visits to her family or relatives: other is the number of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is recorded as 'other', expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.VISI.SE.ZS,CC BY-4.0,Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),,Decision maker about a woman's visits to her family or relatives: someone else is Percentage of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is mainly someone else,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about Visits to her family or relatives: someone else is the number of currently married women aged 15-49 for whom the decision maker for visits to her family or relatives is mainly someone else, expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.PRCH.HB.ZS,CC BY-4.0,Decision maker about major household purchases: mainly husband (% of women age 15-49),,Decision maker about ajor household purchases: mainly husband is Percentage of currently married women aged 15-49 for whom the decision maker for major household purchases is mainly the husband,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about major household purchases: mainly husband is the number of currently married women aged 15-49 for whom the decision maker for major household purchases is mainly the husband, expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.PRCH.WF.ZS,CC BY-4.0,Decision maker about major household purchases: mainly wife (% of women age 15-49),,Decision maker about major household purchases: mainly wife is Percentage of currently married women aged 15-49 for whom the decision maker for major household purchases is mainly the respondent,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about major household purchases: mainly wife is the number of currently married women aged 15-49 for whom the decision maker for major household purchases is mainly the respondent, expressed as percentage of all interviewed currently married women aged 15-49.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.PRCH.OT.ZS,CC BY-4.0,Decision maker about major household purchases: other (% of women age 15-49),,Decision maker about major household purchases: other is Percentage of currently married women aged 15-49 for whom the decision maker for major household purchases is recorded as 'other',Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about major household purchases: other is the number of currently married women aged 15-49 for whom the decision maker for major household purchases is mainly recorded as 'other', expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.DMK.PRCH.SE.ZS,CC BY-4.0,Decision maker about major household purchases: someone else (% of women age 15-49),,Decision maker about Major household purchases: someone else is Percentage of currently married women aged 15-49 for whom the decision maker for major household purchases is mainly someone else,Demographic and Health Surveys (DHS),Norms and Decision-making,,Annual,,"Decision maker about major household purchases: someone else is the number of currently married women aged 15-49 for whom the decision maker for major household purchases is mainly someone else, expressed as percentage of currently married women aged 15-49 who have been interviewed.","Women‘s participation in decisions being made in their own households, that is households in which they usually live with their spouse and/or children with or without others, is widely accepted as a universal indicator of women‘s empowerment. The ability of women to make decisions that affect their personal circumstances is an essential element of their empowerment and serves as an important contributor to their overall development.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SP.HOU.FEMA.ZS,CC BY-4.0,Female headed households (% of households with a female head),,Female headed households shows the percentage of households with a female head.,Demographic and Health Surveys.,Population,,Annual,,,"The household is regarded as the fundamental social and economic unit of society. Transformation at the household form, therefore, has impact at the aggregate level of a country. An increasing number of female-headed households (FHHs) in developing countries are emerging as a result of economic changes, economic downturns and social pressures, rather than as a product of cultural patterns. In many developing countries of Asia and Latin American, there has been a significant increase in the percentage of FHHs. The majority of women in FHHs in developing countries are widowed, and to a lesser extent divorced or separated. In the developed countries most female-headed households consist of women who are never married or who are divorced. The feminization of poverty - the process whereby poverty becomes more concentrated among Individuals living in female-headed households - is a key concept for describing FHH social and economic levels.","The definition of female-headed household differs greatly across countries, making cross-country comparison difficult. In some cases it is assumed that a woman cannot be the head of any household with an adult male, because of sex-biased stereotype. Caution should be used in interpreting the data.","The composition of a household plays a role in the determining other characteristics of a household, such as how many children are sent to school and the distribution of family income.",,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.GEN.TECH.ZS,CC BY-4.0,Female professional and technical workers (% of total),,"Female professional and technical workers refers to the share of professionals and technical workers who are female. Women's share of positions are defined according to the International Standard Classification of Occupations (ISCO-88) to include physical, mathematical and engineering science professionals (and associate professionals), life science and health professionals (and associate professionals), teaching professionals (and associate professionals) and other professionals and associate professionals.","Gender, Institutions and Development Database, Organization for Economic Co-operation and Development (OECD), web site: http://www.oecd.org/document/16/0,3343,en_2649_33935_39323280_1_1_1_1,00.html.",Employment and Time Use,,Annual,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
fin1.t.a.2,,"Financial institution account,female(% age 15+)","The percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution,female (% age 15+).","The percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution,female (% age 15+).",Global Findex database,Assets,Percent,Triennial,Weighted Average,,,,,,,
IC.FRM.FEMM.ZS,CC BY-4.0,Firms with female top manager (% of firms),,"Firms with female top manager refers to the percentage of firms in the private sector who have females as top managers. Top manager refers to the highest ranking manager or CEO of the establishment. This person may be the owner if he/she works as the manager of the firm. The results are based on surveys of more than 100,000 private firms.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/).",Leadership,,Annual,Unweighted average,"Firm-level surveys have been conducted since the 1990's by different units within the World Bank. Since 2005-06, most data collection efforts have been centralized within the Enterprise Analysis Unit. Surveys implemented by the Enterprise Analysis Unit follow the Global Methodology.

Private contractors conduct the Enterprise Surveys on behalf of the World Bank. Due to sensitive survey questions addressing business-government relations and bribery-related topics, private contractors, rather than any government agency or an organization/institution associated with government, are hired by the World Bank to collect the data.

Confidentiality of the survey respondents and the sensitive information they provide is necessary to ensure the greatest degree of survey participation, integrity and confidence in the quality of the data. Surveys are usually carried out in cooperation with business organizations and government agencies promoting job creation and economic growth, but confidentiality is never compromised.

The Enterprise Survey is answered by business owners and top managers. Sometimes the survey respondent calls company accountants and human resource managers into the interview to answer questions in the sales and labor sections of the survey. Typically 1200-1800 interviews are conducted in larger economies, 360 interviews are conducted in medium-sized economies, and for smaller economies, 150 interviews take place.

The manufacturing and services sectors are the primary business sectors of interest. This corresponds to firms classified with ISIC codes 15-37, 45, 50-52, 55, 60-64, and 72 (ISIC Rev.3.1). Formal (registered) companies with 5 or more employees are targeted for interview. Services firms include construction, retail, wholesale, hotels, restaurants, transport, storage, communications, and IT. Firms with 100% government/state ownership are not eligible to participate in an Enterprise Survey. Occasionally, for a few surveyed countries, other sectors are included in the companies surveyed such as education or health-related businesses. In each country, businesses in the cities/regions of major economic activity are interviewed.

In some countries, other surveys, which depart from the usual Enterprise Survey methodology, are conducted. Examples include 1) Informal Surveys- surveys of informal (unregistered) enterprises, 2) Micro Surveys- surveys fielded to registered firms with less than five employees, and 3) Financial Crisis Assessment Surveys- short surveys administered by telephone to assess the effects of the global financial crisis of 2008-09.

The Enterprise Surveys Unit uses two instruments: the Manufacturing Questionnaire and the Services Questionnaire. Although many questions overlap, some are only applicable to one type of business. For example, retail firms are not asked about production and nonproduction workers.

The standard Enterprise Survey topics include firm characteristics, gender participation, access to finance, annual sales, costs of inputs/labor, workforce composition, bribery, licensing, infrastructure, trade, crime, competition, capacity utilization, land and permits, taxation, informality, business-government relations, innovation and technology, and performance measures.

Over 90% of the questions objectively ascertain characteristics of a country’s business environment. The remaining questions assess the survey respondents’ opinions on what are the obstacles to firm growth and performance. The mode of data collection is face-to-face interviews.","Firms evaluating investment options, governments interested in improving business conditions, and economists seeking to explain economic performance have all grappled with defining and measuring the business environment. The firm-level data from Enterprise Surveys provide a useful tool for benchmarking economies across a large number of indicators measured at the firm level.

Firms with female top manager measures women's integration as decision makers. Benchmarking firms with female top manager is important to achieving gender equality promotion and empowerment of women. The gender topic provides information about women's entrepreneurship and economic participation in the labor force.","The sampling methodology for Enterprise Surveys is stratified random sampling. In a simple random sample, all members of the population have the same probability of being selected and no weighting of the observations is necessary. In a stratified random sample, all population units are grouped within homogeneous groups and simple random samples are selected within each group. This method allows computing estimates for each of the strata with a specified level of precision while population estimates can also be estimated by properly weighting individual observations. The sampling weights take care of the varying probabilities of selection across different strata. Under certain conditions, estimates' precision under stratified random sampling will be higher than under simple random sampling (lower standard errors may result from the estimation procedure).

The strata for Enterprise Surveys are firm size, business sector, and geographic region within a country. Firm size levels are 5-19 (small), 20-99 (medium), and 100+ employees (large-sized firms). Since in most economies, the majority of firms are small and medium-sized, Enterprise Surveys oversample large firms since larger firms tend to be engines of job creation. Sector breakdown is usually manufacturing, retail, and other services. For larger economies, specific manufacturing sub-sectors are selected as additional strata on the basis of employment, value-added, and total number of establishments figures. Geographic regions within a country are selected based on which cities/regions collectively contain the majority of economic activity.

Ideally the survey sample frame is derived from the universe of eligible firms obtained from the country’s statistical office. Sometimes the master list of firms is obtained from other government agencies such as tax or business licensing authorities. In some cases, the list of firms is obtained from business associations or marketing databases. In a few cases, the sample frame is created via block enumeration, where the World Bank “manually” constructs a list of eligible firms after 1) partitioning a country’s cities of major economic activity into clusters and blocks, 2) randomly selecting a subset of blocks which will then be enumerated. In surveys conducted since 2005-06, survey documentation which explains the source of the sample frame and any special circumstances encountered during survey fieldwork are included with the collected datasets.

Obtaining panel data, i.e. interviews with the same firms across multiple years, is a priority in current Enterprise Surveys. When conducting a new Enterprise Survey in a country where data was previously collected, maximal effort is expended to re-interview as many firms (from the prior survey) as possible. For these panel firms, sampling weights can be adjusted to take into account the resulting altered probabilities of inclusion in the sample frame.",Relevance to gender indicator: Women are vastly underrepresented in decision making positions at the top level in the private sector and this indicator monitors progress that has been made.,All surveys were administered using the Enterprise Surveys methodology as outlined in the Methodology page which can be found from www.enterprisesurveys.org.,https://datacatalog.worldbank.org/public-licenses#cc-by,
SP.POP.TOTL.FE.IN,CC BY-4.0,"Population, female",,"Female population is based on the de facto definition of population, which counts all female residents regardless of legal status or citizenship.",World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2022 Revision.,Population,,Annual,Sum,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
SG.GEN.MNST.ZS,CC BY-4.0,Proportion of women in ministerial level positions (%),,Women in ministerial level positions is the proportion of women in ministerial or equivalent positions (including deputy prime ministers) in the government. Prime Ministers/Heads of Government are included when they hold ministerial portfolios. Vice-Presidents and heads of governmental or public agencies are excluded.,Inter-Parliamentary Union (IPU). Women in Politics.,Leadership,,Annual,Weighted average,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,
