Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021]
Decision maker about a woman's visits to her family or relatives: mainly husband (% of women age 15-49),SG.DMK.VISI.HB.ZS,"Congo, Dem. Rep.",COD,..,..,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,Kenya,KEN,..,..,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,Tanzania,TZA,..,..,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,Uganda,UGA,..,..,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,Rwanda,RWA,..,18.6,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,Burundi,BDI,..,..,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,South Sudan,SSD,..,..,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,Somalia,SOM,..,..,..
Decision maker about a woman's visits to her family or relatives: mainly wife (% of women age 15-49),SG.DMK.VISI.WF.ZS,"Congo, Dem. Rep.",COD,..,..,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,Kenya,KEN,..,..,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,Tanzania,TZA,..,..,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,Uganda,UGA,..,..,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,Rwanda,RWA,..,0,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,Burundi,BDI,..,..,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,South Sudan,SSD,..,..,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,Somalia,SOM,..,..,..
Decision maker about a woman's visits to her family or relatives: other (% of women age 15-49),SG.DMK.VISI.OT.ZS,"Congo, Dem. Rep.",COD,..,..,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,Kenya,KEN,..,..,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,Tanzania,TZA,..,..,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,Uganda,UGA,..,..,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,Rwanda,RWA,..,0.1,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,Burundi,BDI,..,..,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,South Sudan,SSD,..,..,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,Somalia,SOM,..,..,..
Decision maker about a woman's visits to her family or relatives: someone else (% of women age 15-49),SG.DMK.VISI.SE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,Kenya,KEN,..,..,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,Tanzania,TZA,..,..,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,Uganda,UGA,..,..,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,Rwanda,RWA,..,21.9,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,Burundi,BDI,..,..,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,South Sudan,SSD,..,..,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,Somalia,SOM,..,..,..
Decision maker about major household purchases: mainly husband (% of women age 15-49),SG.DMK.PRCH.HB.ZS,"Congo, Dem. Rep.",COD,..,..,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,Kenya,KEN,..,..,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,Tanzania,TZA,..,..,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,Uganda,UGA,..,..,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,Rwanda,RWA,..,8.3,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,Burundi,BDI,..,..,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,South Sudan,SSD,..,..,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,Somalia,SOM,..,..,..
Decision maker about major household purchases: mainly wife (% of women age 15-49),SG.DMK.PRCH.WF.ZS,"Congo, Dem. Rep.",COD,..,..,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,Kenya,KEN,..,..,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,Tanzania,TZA,..,..,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,Uganda,UGA,..,..,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,Rwanda,RWA,..,0.1,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,Burundi,BDI,..,..,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,South Sudan,SSD,..,..,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,Somalia,SOM,..,..,..
Decision maker about major household purchases: other (% of women age 15-49),SG.DMK.PRCH.OT.ZS,"Congo, Dem. Rep.",COD,..,..,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,Kenya,KEN,..,..,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,Tanzania,TZA,..,..,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,Uganda,UGA,..,..,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,Rwanda,RWA,..,0.1,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,Burundi,BDI,..,..,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,South Sudan,SSD,..,..,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,Somalia,SOM,..,..,..
Decision maker about major household purchases: someone else (% of women age 15-49),SG.DMK.PRCH.SE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Kenya,KEN,..,31,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tanzania,TZA,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Uganda,UGA,28.3,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Rwanda,RWA,..,31.9,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Burundi,BDI,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,South Sudan,SSD,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Somalia,SOM,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,"Congo, Dem. Rep.",COD,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,Kenya,KEN,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,Tanzania,TZA,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,Uganda,UGA,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,Rwanda,RWA,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,Burundi,BDI,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,South Sudan,SSD,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,Somalia,SOM,..,..,..
Female professional and technical workers (% of total),SG.GEN.TECH.ZS,"Congo, Dem. Rep.",COD,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,Kenya,KEN,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,Tanzania,TZA,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,Uganda,UGA,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,Rwanda,RWA,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,Burundi,BDI,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,South Sudan,SSD,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,Somalia,SOM,..,..,..
"Financial institution account,female(% age 15+)",fin1.t.a.2,"Congo, Dem. Rep.",COD,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Kenya,KEN,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Tanzania,TZA,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Uganda,UGA,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Rwanda,RWA,21.8,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Burundi,BDI,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,South Sudan,SSD,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Somalia,SOM,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Congo, Dem. Rep.",COD,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Kenya,KEN,25679257,26205082,26726429
"Population, female",SP.POP.TOTL.FE.IN,Tanzania,TZA,30309141,31229064,32170681
"Population, female",SP.POP.TOTL.FE.IN,Uganda,UGA,21707475,22431520,23153140
"Population, female",SP.POP.TOTL.FE.IN,Rwanda,RWA,6568936,6723217,6879649
"Population, female",SP.POP.TOTL.FE.IN,Burundi,BDI,5980560,6153627,6319427
"Population, female",SP.POP.TOTL.FE.IN,South Sudan,SSD,5280526,5358155,5427688
"Population, female",SP.POP.TOTL.FE.IN,Somalia,SOM,7969926,8246544,8509953
"Population, female",SP.POP.TOTL.FE.IN,"Congo, Dem. Rep.",COD,45306478,46787187,48319268
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Kenya,KEN,26.0869565217391,30.4347826086957,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Tanzania,TZA,21.7391304347826,18.1818181818182,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Uganda,UGA,33.3333333333333,34.4827586206897,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Rwanda,RWA,53.5714285714285,54.8387096774194,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Burundi,BDI,26.0869565217391,37.5,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,South Sudan,SSD,15.625,33.3333333333333,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Somalia,SOM,18.5185185185185,18.5185185185185,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,"Congo, Dem. Rep.",COD,17.391304347826,17.7777777777778,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Kenya,KEN,57.2299995422363,..,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Tanzania,TZA,87.3499984741211,..,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Uganda,UGA,83.1800003051758,..,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Rwanda,RWA,76.3300018310547,..,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Burundi,BDI,90.4300003051758,..,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,South Sudan,SSD,95.620002746582,..,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Somalia,SOM,96.9100036621094,..,..
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,"Congo, Dem. Rep.",COD,89.4599990844727,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Kenya,KEN,41.6300010681152,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Tanzania,TZA,80.3000030517578,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Uganda,UGA,71.6600036621094,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Rwanda,RWA,55.560001373291,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Burundi,BDI,80.7699966430664,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,South Sudan,SSD,87.7200012207031,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Somalia,SOM,90.0999984741211,..,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,"Congo, Dem. Rep.",COD,69.9800033569336,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Kenya,KEN,49.2700004577637,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Tanzania,TZA,83.6800003051758,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Uganda,UGA,77.3199996948242,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Rwanda,RWA,66.2900009155273,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Burundi,BDI,85.8000030517578,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,South Sudan,SSD,91.5699996948242,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Somalia,SOM,91.6699981689453,..,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,"Congo, Dem. Rep.",COD,79.4800033569336,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,Kenya,KEN,..,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,Tanzania,TZA,..,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,Uganda,UGA,..,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,Rwanda,RWA,..,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,Burundi,BDI,..,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,South Sudan,SSD,..,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,Somalia,SOM,..,..,..
"Sent domestic remittances in the past year, male (% age 15+)",fin28.t.a.1,"Congo, Dem. Rep.",COD,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,Kenya,KEN,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,Tanzania,TZA,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,Uganda,UGA,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,Rwanda,RWA,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,Burundi,BDI,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,South Sudan,SSD,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,Somalia,SOM,..,..,..
"Sent domestic remittances in the past year, female  (% age 15+)",fin28.t.a.2,"Congo, Dem. Rep.",COD,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,Kenya,KEN,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,Tanzania,TZA,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,Uganda,UGA,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,Rwanda,RWA,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,Burundi,BDI,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,South Sudan,SSD,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,Somalia,SOM,..,..,..
Sent domestic remittances in the past year (% age 15+),fin28.t.a,"Congo, Dem. Rep.",COD,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,Kenya,KEN,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,Tanzania,TZA,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,Uganda,UGA,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,Rwanda,RWA,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,Burundi,BDI,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,South Sudan,SSD,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,Somalia,SOM,..,..,..
Share of female business owners (% of total business owners),IC.WEF.LLCO.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,Kenya,KEN,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,Tanzania,TZA,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,Uganda,UGA,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,Rwanda,RWA,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,Burundi,BDI,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,South Sudan,SSD,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,Somalia,SOM,..,..,..
Share of female directors (% of total directors),IC.WEF.LLCD.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,Kenya,KEN,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,Tanzania,TZA,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,Uganda,UGA,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,Rwanda,RWA,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,Burundi,BDI,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,South Sudan,SSD,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,Somalia,SOM,..,..,..
Share of female sole proprietors  (% of sole proprietors),IC.WEF.SOLO.FE.ZS,"Congo, Dem. Rep.",COD,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Kenya,KEN,7,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Tanzania,TZA,10,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Uganda,UGA,13,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Rwanda,RWA,5,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Burundi,BDI,4,..,..
